;die;Anwendung;"<Anwendung; -en>";primjena, tretman;;;
;die;Anzeige;"<Anzeige; -n>";oglas;;;
;der;Anzug;;odijelo;Ich habe einen neuen Anzug.;suit;
;;anzünden;;upaliti;;;
;der;Apfel;"<-s; Äpfel>";jabuka;Ich esse nicht gerne Äpfel.;;
;der;Apparat;"<-(e)s; -e>";aparat, sprava, telefon;;;
;die;Arbeit;;posao;Meine Arbeit ist nicht schwer. Bist du jetzt auf der Arbeit?;job;
;;arbeiten;;raditi;Er hat gestern nicht gearbeitiet.;work;He didn’t work yesterday.
;der;Arbeiter;;radnik;;;
;der;Arbeitgeber;"<-s; Arbeitgeber>";poslodavac;;;
;die;Arbeitgeberin;"<Arbeitgeberin; -innen>";poslodavka;;;
;;arbeitlos;;nezaposlen;;;
;das;Arbeitsamt;"<-(e)s; Arbeitsämter>";burza rada, zavod za zapošljavanje;;;
;der;Arbeitstag;;radni dan;Wann beginnt dein Arbeitstag?;working day;
;die;Arbeitszeit;;radno vrijeme;;;
;das;Arbeitszeugnis;;radna knjižica, radna svjedodžba;;;
;;arm;;siromašan;Er ist arm aber glücklich.;poor;
;der;Arzt;;liječnik;;;
;die;Arztin;;liječnica;;;
;der;Assistent;"<-en; -en>";asistent, pomoćnik;;;
;die;Assistentin;"<Assistentin; -innen>";asistentica, pomoćnica;;;
;;auch;;također;Ist sie auch zwanzig Jahre alt?;too;
;;auf dem Laufenden sein ;;biti u toku;;;
;der;Aufbau;"<-(e)s; -ten>";nadogradnja, izgradnja, ustrojstvo, uspostava, montaža;;;
;der;Aufenthalt;"<-(e)s; -e>";boravak, zadržavanje;;;
;die;Aufenthaltserlaubnis;"<Aufenthaltserlaubnis; -(se)>";boravišna dozvola;;;
;die;Aufgabe;"<Aufgabe; -n>";zadatak, zadaća, napuštanje, predaja;;;
;das;Aufgabengebiet;;područje odgovornosti, opseg dužnosti;;;
;;aufgeben;;predati se / odustati;;;
;;aufgeregt;;uzbuđen;;;
;;aufladen;;napuniti;;;
;die;Aufmerksamkeit;"<Aufmerksamkeit; -en>";pažnja, pozornost;;;
;;aufpassen;`;brinuti o nekome / paziti;;;
;;aufräumen;;srediti, pospremiti;So ein Chaos! Ich muss unbedingt aufräumen.;;
;;aufrechterhalten ;;održati, održavati;;;
;;aufschreiben;;zapisati;;;
;;aufstehen;;ustati;Gestern bin ich sehr spät aufgestanden.;stand up;
;;aufwachen;;probuditi;;;
;das;Auge;"<-s; -n>";oko;;;
;der;Augenblick;;treptaj oka /trenutak;;;
;die;Augenhöhe;;u ravnini očiju;;;
;die;Ausbildung;"<Ausbildung; -en>";usavršavanje, trening, izobrazba, škola, obrazovanje;;;
;die;Ausfahrt;;izlaz (vozački);;;
;der;Ausflug;;izlet;Am Wochenende machen wir mit Freunden einen Ausflug.;picnic;
;die;Ausführung;"<Ausführung; -en>";izvedba, izvođenje;;;
;der;Ausgang;;izlaz (pješački);Ich kann den Ausgang nicht finden.;exit;
;;ausgeben;;potrošiti;Da hat die Firma richtig viel Geld ausgegeben.;;
;;ausgeliehen;;posuditi;Ich habe ein Buch ausgeliehen.;;
;;ausgerechnet;;baš, upravo od svih;;;
;;ausgezeichnet ;;izvrstan, odličan;;;
;der;Ausgleich;"<-(e)s; -e>";izravnanje, poravanje, izjednačenje, kompenzacija;;;
;die;Auskunft;;informacija;;;
;das;Ausland;;inozemstvo;Er hat lange im Ausland gelebt.;abroad;
;der;Ausländer;;stranac;Er ist ein Ausländer aber er kann seht gut Deutsch sprechen.;foreigner;
;die;Auslanderin;;strankinja;Sie ist eine Ausländerin.;foreigner;
;;ausmachen;;ugasiti;;;
;das;Ausmaß;"<-es; -e>";razmjer, mjera;;;
;die;Ausnahme;;izuzetak;;;
;der;Ausnahmezustand;"<-(e)s; Ausnahmezustände>";izvanredno stanje;;;
;;ausreichend ;;dovoljan, dostatan;;;
;;aussagekräftig;;smisleno, suvislo, ekspresivno, izražajno;;;
;;Ausschreibung;"<Ausschreibung; -en>";oglas, raspisivanje;;;
;;aussehen;;izgledati;;;
;;außerdem ;;osim toga, uz to, dodatno;;;
;die;Aussicht;;izgled;;;
;die;Ausstattung;"<Ausstattung; -en>";oprema;;;
;der;Austausch;<-(e)s>;izmjena, razmjena;;;
;der;Auswahl;<Auswahl>;izbor, selekcija;;;
;;auswählen ;;izabrati, odabrati;;;
;der;Ausweg;;izlaz (pješački);;;
;der;Ausweis;;osobna iskaznica;;;
;;ausziehen;;skinuti;Wenn ich nach Hause komme, das erste was ich mache ist meine Klammoten ausziehen und etwas anderes anziehen.;to take off;When I come home, the first I do is take off my clothes and wear something else.
;das;Auto;;auto;Bist du mit dem Auto hier. Nein, Ich bin zu fuß gekommen. Hast du schon einmal jemandem deinen Auto geliehen?;car;
;die;Automatisierung;"<Automatisierung; kein pl>";automatizacija;;;
;;backen;;peći;;;
;der;Bäcker;"<-s; Bäcker>";pekar;;;
;die;Bäckerei;"<Bäckerei; -en>";pekara;;;
;die;Bäckerin;"<Bäckerin; -innen>";pekarica;;;
;das;Bad;;kupatilo;Wo ist das Bad?;bathroom;
;;baden ;;kupati se;;;
;der;Bahnhof;;željeznički kolodvor;Ich warte am Bahnhof auf dich. Meine Freundin hat mich vom Bahnhof abgeholt.;train station;
;;bald;;uskoro;Kommst tu bald? Warten Sie, der Bankkaufmann kann Ihnen bald helfen.;soon;
;der;Ball;;lopta;Ich bringe meinen Ball mit.;ball;
;die;Banane;"<Banane; -n>";banana;;;
;die;Bank;;banka;;;
;das;Bargeld;-(e)s;gotovina;Ich musste heute Bargeld von meiner Bank abheben.;Cash;I had to take out cash from my bank.
;;basieren ;;bazirati;;;
;die;Basis;"<Basis; Basen>";baza, temelj;;;
;der;Bau;"<-(e)s; -ten>";gradnja, proizvodnja;;;
;der;Bauch;;stomak;;;
;die;Bauchschmerzen;pl;bol u stomaku;Wenn ich Bauchschmerzen habe, bin ich schlecht drauf.;stomachache;When I have a stomachache, I am in a very bad mood.
;die;Baufachmesse;"<Messe; -n>";građevinski sajam;;;
;der;Baum;;drvo;Die Bäume bekommen schon gelbe Blätter.;;
;das;Baumaterial;"<-s; -lien>";građevinski materijal;;;
;;beachten ;;obratiti pozornost na;;;
;;beantragen;;potražiti, zatražiti, predložiti;;;
;;bedeuten ;;značiti;;;
;die;Bedingung;;uvijet;;;
;die;Bedingungen;;uvijeti;;;
;;beeinträchtigen ;;smetati, ometati, krnjiti, okrnjiti;;;
;;beenden;;završiti;;;
;die;Befreiung;;oslobođenje od nečega, izuzeće;;;
;;begegnen ;;sresti, suočiti;;;
;;beginnen ;;početi;;;
;;begrüßen;;pozdraviti;Ich sollte Sie von meiner Tante grüßen.;;
;;beheben ;;otkloniti, odstraniti, ukloniti;;;
;die;Behörde;"<Behörde; -n>";vlast, uprava;;;
;;beide ;;oba, obje, oboje;;;
;die;Beilage;"<Beilage; -n>";prilog;;;
;das;Bein;;noga;;;
;das;Beispiel;;primjer;Können Sie mir bitte ein Beispiel sagen? Mein Freund hat viele Hobbys wie zum Beispiel Kochen, Tanzen und so weiter.;example;
;;bekannt;;poznat;;;
;;bekommen;;dobiti;Haben Sie meinen Brief bekommen?;get;
;;belastbar;;izdržljiv, otporan na stres, žilav;;;
;;beliebt;;omiljeni;;;
;;bemerken;;primjetiti;;;
;;benötigt ;;potreban, zahtjevan, obavezan;;;
;;benutzen;;koristiti;;;
;das;Benutzerkonto;"<-s; -ten>";korisnički račun;;;
;;bequem;;udoban;;;
;;beraten ;;savjetovati;;;
;das;Beratungsgespräch;"<-(e)s; -e>";konzultacije, savjetovanje;;;
;;berechnen;;naplaćivati;;;
;die;Berechnung;"<Berechnung; -en>";proračun, obračun;;;
;der;Bereich;"<-(e)s; -e>";područje, domašaj, domet;;;
;;bereisen;;putovati;Ich bereise gerne Deutschland.;tour;I like to tour Germany.
;;bereit;;spreman;Ich bin jederzeit bereit, dir zu helfen.;ready;
;;bereits;;već;;already;
;;bereitstellen ;;depolyati;;;
;die;Bereitstellung;<Bereitstellung>;stavljanje na raspolaganje, deployanje;;;
;der;Berg;-(e)s -e;planina;In Deutschland , wo ich wohne, gibt es sieben Berge das ist das Siebengebirge, was sehr bekannt ist.;mountain;In Germany, where I live, there are seven mountains, which is the “Siebengebirge”, which is very famous.
;der;Bericht;"<-(e)s; -e>";izvješće, izvještaj;;;
;;berichten;;izvještavati;;;
;der;Beruf;"<-(e)s; -e>";zanimanje;;;
;;beruflich;;profesionalno;;;
;;berufseinschlägig;;profesionalno relevantan;;;
;die;Berufserfahrung;"<Berufserfahrung; -en>";profesionalno iskustvo;;;
;;berufstätig;;zaposlen;;;
;;beschäftigen;;ticati se;Fälle, die das ganze Land beschäftigen.;;
;;beschäftigt;;zauzet poslom;Sie sind sehr beschäftigt.;busy;
;die;Beschäftigung;;zanimanje;;occupation;
;;beschreiben;;opisati;;;
;die;Beschreibung;"<Beschreibung; -en>";opis;;;
;;Beschuldigte;"<-n; -n>";okrivljenik/okrivljenica, optuženik/optuženica;;;
;die;Beschwerde;"<Beschwerde; -n>";žalba, pritužba;;;
;das;Beschwerdemanagement;"<-s; -s>";upravljanje pritužbama;;;
;;besetzen ;;podijeliti uloge, zauzeti, zaposjednuti, opšiti;;;
;;besitzen ;;posjedovati, imati;;;
;der;Besitzer;"<-s; Besitzer>";vlasnik, posjednik, ;;;
;die;Besitzerin;"<Besitzerin; -innen>";vlasnica, posjednica;;;
;;besonders;;naročito;Wie geht’s? Nicht besonders.;specially;
;;besorgen;;pobrinuti se;;;
;;bestätigen;;potvrditi;;;
;die;Bestätigung;"<Bestätigung; -en>";potvrda;;;
;;bestehen ;;postojati, biti, položiti;;;
;;bestehend ;;postojeći, trenutni;;;
;;bestellen;;naručiti;;;
;die;Bestellung;"<Bestellung; -en>";narudžba;;;
;;bestimmt;;sigurno;;;
;der;Besuch;;poseta;Dieser Besuch war mir wichtig.;visit;
;;besuchen;;posjetiti;Willst du deinen Freund besuchen? Besuchst du lieber die Schweiz oder die Türkei.;visit;
;der;Betrag;"<-(e)s; Beträge>";svota, iznos;;;
;der;Betreff;<Betreffe, pl>;predmet (e-mail);;;
;der;Betrieb;"<-(e)s; -e>";pogon, promet, tvornica, poduzeće, firma;;;
;das;Betriebsfest;"<Betriebsfester; Betriebsfestest>";domjenak, zabava u poduzeću;;;
;das;Bett;;krevet;Um wieviel Uhr gehts du ins Bett. Ich gehe spät ins Bett. Mein Bett ist klein aber bequem.;bed;
;;beurteilen;;procijeniti / prosuditi;Das kann ich nicht beurteilen.;assess;
;;brauchen ;;trebati;;;
;die;Bevölkerung;"<Bevölkerung; -en>";stanovništvo;;;
;der;Bevölkerungsstand;"<-(e)s; Bevölkerungsstände>";stanje stanovništva;;;
;;bevor;`;prije;;;
;;bewegen;;kretati se;;;
;;bewegung;;kretanje;;;
;die;Bewerbung;"<Bewerbung; -en>";prijava;;;
;;Bewerbungsunterlagen;;papiri za prijavu;;;
;;bewerten;;procijeniti / evaluirati;;;
;der;Bewohner;;stanar;;;
;;bewundern;;diviti se;;;
;;bewundern;;diviti se;;;
;;bezahlen;;platiti;Wollen Sie die Rechnung erst morgen bezahlen?;pay;
;;beziehungsweise (bzw.) ;;odnosno;;;
;das;Bier;;pivo;Trinken wir noch ein Bier?;beer;
;;bieten ;;nuditi, ponuditi;;;
;das;Bild;;slika;Das Bild hängt nicht gerade.;picture;
;der;Bildungsgutschein;"<-(e)s; -e>";kupon za edukaciju, vaučer za edukaciju;;;
;;billig;;jeftin;;;
;;bis;;do;;;
;;Bis naccher;;vidimo se poslije;;;
;;bis vor Kurzem ;;donedavno;;;
;;bislang ;;do sada, za sada;;;
;;bitten;;moliti nekoga;Ich bitte dich um Hilfe. Kann ich dich um einen Gefallen bitten?;please;
;;blau;;plav;Warum ist der See blau?;blue;
;;bleiben;;ostati;Wie lange bleibst du?;stay;
;der;Bleistift;;olovka;Er hat wieder meinen Bleistift genommen.;pen;
;die;Blume;;cvijet;;;
;die;Bluse;"<Bluse; -n>";bluza;Zieh doch einfach eine Hose und eine Bluse an.;;
;der;Boden;;pod/tlo;Der Bden ist nicht sehr sauber. Das Glass ist auf den boden gefallen.;floor;
;die;Bordkarte;"<Bordkarte; -n>";karta za ukrcaj;;;
;;böse;;ljut;Warum bist du böse?;angry;
;;brauchen;;trebati;Was brauchen wir noch?;need;
;;breit;;širok;;;
;die;Brille;;naočale;;;
;;bringen;;donjeti, prenjeti, pokazati;Bringen sie mir bitte ein Glas Tee. Ich habe Wein gebracht aber ich habe keinen Wein getrunken.;bring;
;das;Brot;"<-(e)s; -e>";kruh;Ich möchte nur Butter aufs Brot. Das Brot ist noch ganz frisch. Wo kaufst du normalerwiese Brot?;bread;
;die;Brücke;;most;Sie fahren über die Brücke.;bridge;
;der;Bruder;-s, -;brat;Mein Bruder spielt mit seinem Spielzeug.;brother;My brother is playing with his toy.
;das;Bruttoinlandsprodukt (BIP);"<-(e)s; -e>";bruto domaći proizvod;;;
;das;Buch;;knjiga;Hast du dieses Buch schon gelesen? Magst du das Buch?;book;
;;buchen ;;uknjižiti, bukirati, rezervirati;;;
;das;Büchregal;;polica za knjige;Ich habe mein Buch ins Bücherregal gestellt.;book shelf;
;das;Budget;"<-s; -s>";budžet;;;
;;bunt;;šaren;;;
;der;Bürger;"<-s; Bürger>";građanin;;;
;die;Bürgerin;"<Bürgerin; -innen>";građanka;;;
;das;Büro;;ured/kancelarija;Manchmal bleibe ich freiwillig länger im Büro.;office;
;die;Bushaltestelle;;autobusna stanica;;;
;der;Champignon;"<-s; -s>";šampinjon, pečurka;;;
;die;Chance;"<Chance; -n>";šansa, prilika;;;
;;charakteristisch ;;karakterističan, značajan, svojstven;;;
;die;Chemie;<Chemie>;kemija;;;
;;dabei;;pri tome;;;
;;dagegen;;protiv;;;
;die;Dame;"<Dame; Damen>";dama;;;
;;damit ;;time;;;
;;danach ;;nakon toga, zatim;;;
;der;Dank;;zahvalnost;;;
;;dankbar;;zahvalan;;;
;;danken;;zahvaliti;;;
;;daraufhin;;nakon toga / zatim;;;
;;darüber;;o tome;Die Flasche ist auf dem Tisch.;about that;
;;darunter ;;niže, među njima, pod tim;;;
;;Das stimmt.;;To stoji. Slažem se. ;;;
;;dasselbe ;;isti;;;
;;dauern;;trajati;;;
;;dazu;;na to, k tome, uz to;An wen denkst du? So schlecht, wie du denkst, bin ich nicht. An wen hast du gedacht?;to that/for that;
;;demnach ;;dakle, prema tome;;;
;;denken;;misliti;Ich denke, dass wir dumm sind.;think;
;der;der Zuschuss ;;pomoć, subvencija, potpora u financijskom smislu;;;
;;deshalb;;zbog toga;;;
;das;Detail;"<-s; -s>";detalj, pojedinost;;;
;;deutlich;;razgovjetno / jasno;;;
;der;Dialog;"<-(e)s; -e>";dijalog;;;
;;dick;;debeo;Ich bin zu dick. Ich muss weniger essen.;fat;
;;die Verantwortung übernehmen ;;preuzeti odgovornost;;;
;der;Dienst;"<-(e)s; -e>";služba, usluga, servis;;;
;die;Dienststelle;"<Dienststelle; -n>";služba;;;
;die;Digitalisierung;"<Digitalisierung; kein pl>";digitalizacija;;;
;das;Ding;;stvar;;;
;die;Disziplin;"<Disziplin; -en>";disciplina, stega, struka;;;
;die;Dokumentation;"<Dokumentation; -en>";dokumentacija;;;
;;dominieren ;;dominirati, prevagnuti, prevladavati;;;
;das;Doppelzimmer;"<-s; Doppelzimmer>";dvokrevetna soba;;;
;;dort;;tamo;Wie lange werden Sie dort bleiben?;there;
;;draußen;;vani;Im Sommer liebe ich es, draußen zu sein das Wetter zu genießsen;outside;In the summer time I love to be outside and enjoy the weather.
;;dringend ;;hitno, žurno, urgentno, neodložno;;;
;der;Drucker;-s Drucker;pisač;Der Drucker macht heute nicht unbedingt was ich möchte.;Printer;The printer is not doing what it’s supposed to do.
;;dumm;;glup;Entschuldigung, das war dumm von mir.;;
;;dunkel;;mračno/tamno;Um sechs Uhr ist es schon dunkel.;dark;
;;dünn;;mršav;;;
;;durch;;kroz;Er sieht uns durch das Fenster.;through;
;die;Durchführung;"<Durchführung; -en>";izvedba, provedba, provođenje;;;
;;durchlesen;;pročitati;;;
;der;Durchschnitt;"<-s; -e>";prosjek;;;
;die;Durchschnittgeschwindigkeit;;prosječna brzina;;;
;;dürfen;;smjeti;Sie dürfen hier nicht rauchen.;may;
;;durstig;;žedan;Was trinkst du, wenn du durstig bist?;thirsty;
;die;Ebene;"<Ebene; -n>";ravnica, ravnina;;;
;;ebenfalls;;također;;also / as well;
;die;Ecke;"<Ecke; -n>";ugao, kraj;Wo ist die Apotheke? Gleich um die Ecke.;;
;;egal;;isti;;;
;das;Ehepaar;;bračni par;Dieses Ehepaar ist so süß.;married couple;
;das;Ei;"<-(e)s; -er>";jaje;;;
;;eifersüchtig;;ljubomoran;;;
;das;Eigenkapital;"<-s; -e, -lien>";početni kapital;;;
;;eigentlich;;u stvari;Was willst du eigentlich von mir?;;
;;eigenverantwortlich ;;autonoman, nezavisan;;;
;der;Eindruck;;utisak;;;
;;einen Schuss abfeuern ;;opaliti hitac;;;
;;einfach;;jednostavan;Ist das einfach? Ist Englisch eine einfache Sprache?;simple;
;der;Einfluss;"<-es; Einflüsse>";utjecaj, upliv;;;
;;eingerichten;;opremiti;;;
;;eingerichtet;;opremljen;;;
;;einige;;nekoliko, neki;Im Geschäft hat er einige Sachen gekauft und alles nach Hause gebracht.;few;
;;einkaufen;;ići u kupovinu;;;
;die;Einkaufsliste;"<Einkaufsliste; -n>";popis za trgovinu;;;
;der;Einklang;<-(e)s>;sklad, skladnost;;;
;das;Einkommen;;prihod;;;
;;einladen;;pozvati;Möchten Sie ihn wieder einladen? Darf ich Sie zum Essen einladen?;invite;
;die;Einladung;"<Einladung; -en>";poziv;;;
;;einmal;;jednom/jedanput;Sie gehen dort einmal pro Jahr.;one time;
;;einnehmen;;uzeti;Ich habe etwas eingenommen.;take;
;der;Einsatz;"<-es; Einsätze>";misija, akcija, djelo;;;
;;einschlafen;;uspavati/zaspati;Gestern bin ich sehr spät eingeschlafen.;fall asleep;
;;einsetzen;;postaviti, namjestiti, ugraditi;;;
;;einsteigen;;ući/popeti se u vozilo;;;
;;einstellen ;;obustaviti, prekinuti, umetnuti, podesiti;;;
;die;Einstellung;"<Einstellung; -en>";obustava, prekid, stav, zapošljavanje;;;
;das;Einstiegsgehalt;;početna plaća;;;
;;eintreffen ;;stizati, stići;;;
;;eintreten;;ući;;;
;der;Eintritt;;ulaz;;;
;der;Einwohner;"<-s; Einwohner>";stanovnik;Wien ist die Stadt mit mehr als 2 Millionen Einwohnern.;;
;die;Einwohnerin;"<Einwohnerin; -innen>";stanovnica;;;
;der;Einzelhandel;<-s>;maloprodaja;;;
;;einziehen;;useliti se;;;
;die;Einzigartigkeit;"<Einzigartigkeit; kein pl>";jedinstvenost, individualnost;;;
;das;Eis;;sladoled;Ich mag Eis essen.;Ice-cream;
;die;Elektronikindustrie;"<Elektronikindustrie; -n>";elektronska industrija;;;
;die;Eltern;<pl.>;roditelji;;;
;;empfangen;;primiti;;;
;die;Empfangsdame;"<Empfangsdame; Empfangsdamen>";recepcionerka;;;
;;empfehlen;;preporuičiti;;;
;das;Ende;"<-s; -n>";kraj;Am Ende dieser Woche gehe ich auf das Land.;;
;;endgültig ;;konačno, konačan;;;
;;endlich;;konačno;;;
;;entdecken;;otkriti;;;
;die;Ente;Ente -n;patka;Am See gibt es viele Enten.;duck;At the lake there are a lot of ducks.
;;entfernt;;udaljen;;;
;;entkommen ;;pobjeći, izbjeći;;;
;;entscheiden;;odlučiti;;;
;;entscheidend ;;odlučujući, presudan;;;
;die;Entscheidung;;odluka;;;
;;entschieden;;odlučan, odrješit;;;
;;entschuldigen;;oprostiti;Entschuldigen Sie bitte, wie spät ist es?;forgive;
;;entsprechen ;;odgovarati, biti jednako;;;
;;entsprechend ;;odgovarajući, primjeren, korespodentni;;;
;;entstehen ;;nastati, postati;;;
;;enttäuscht;;razočaran;;;
;;entweder..oder ;;ili..ili;;;
;;entwickeln ;;razvijati, razvijati;;;
;der;Entwickler;"<-s; Entwickler>";developer;;;
;die;Entwicklerin;"<Entwicklerin; -innen>";developerka;;;
;die;Entwicklung;"<Entwicklung; -en>";razvoj, razvitak, kretanje;;;
;die;Erdbeere;"<Erdbeere; -n>";jagoda;;;
;das;Erdgeschoss;"<-es; -e>";prizemlje;;;
;;erfahren;;iskusiti, doznati, saznati;Wann erfahren wir das Ergebnis der Prüfung.;;
;die;Erfahrung;"<Erfahrung; -en>";iskustvo;Ich habe zehn Jare Erfahrung in diesem Beruf;;
;der;Erfahrungsaustausch;"<-(e)s; -e>";razmjena iskustava;;;
;der;Erfolg;;uspjeh;;;
;;erfolglos;;neuspješan;;;
;;erfolgreich;;uspješan;;;
;;erforderlich ;;potreban, neophodan;;;
;;ergänzen;;popuniti;;;
;;ergeben ;;pokazati, odan, privržen;;;
;das;Ergebnis;;rezultat;;;
;;erhalten;;primiti, dobiti;;;
;;erhöchen;;povećati;;increase;
;die;Erholung;;odmor / oporavak;;;
;;sich erinnern;;sjetiti se, sjećati se, podsjetiti se;;;
;;erkältet;;prehlađen;Ich bin erkältet, daher kann ich heute nicht kommen.;to have a cold;
;die;Erkältung;;prehlada;;;
;die;Erkältungsmedizin;Erkältungsmedizin;lijekovi protiv prehlade;Wenn ich eine Erkältung habe, trinke ich Erkältungsmedizin.;cold medicine;When I have a cold I drink cold medicine.
;;erkennen;;shvatiti / prepoznati;;;
;;erklären ;;objasniti, rastumačiti, razjasniti, obrazložiti;Kannst du das mir erklären?;;
;die;Erklärung;;objašnjenje;Die Erklärung ist klar.;explanation;
;das;Erklärungsformular;-(e)s -e;deklaracijski obrazac;Bevor ich nach Amerika geflogen bin, musste ich auch ein Erklärungsformular ausfühlen beim amerikanischen Konsulat.;declaration form;Before I went to the USA I had to fill out a declaration form at the American consulate.
;;erkunden ;;izvidjeti;;;
;;erlauben;;dozvoliti, dopustiti;;;
;die;Erlaubnis;"<Erlaubnis; -(se)>";dozvola;;;
;das;Erlebnis;;doživljaj;;;
;;erledigen;;urediti;;;
;;erlich;;iskren;;;
;der;Ermittler;"<-s; Ermittler>";ispitivač, istražitelj;;;
;die;Ermittlerin;"<Ermittlerin; -innen>";ispitivačica, istražiteljica;;;
;;ermöglichen ;;omogućiti;;;
;;ernst;;ozbiljan;;;
;;erprobte ;;oproban, iskušan, provjeren, dokazan;;;
;;erreichen ;;doseći, dosegnuti, dostići, dostignuti;;;
;;erst;;tek;Der nächste Zug geht erst in zwei Stunden.;only/just;
;die;Erstellung;"<Erstellung; kein pl>";konstrukcija, provizija, kreacija;;;
;;erwachsene;;odrastao;;;
;;erwarten;;očekivati;;;
;;erwirken ;;isposlovati, ishoditi;;;
;;erwischen;;uloviti;;;
;;erzählen;;ispričati;Ich muss dir etwas erzählen. Frau Wulpesco, erzählen Sie doch mal etwas über sich.;tell;
;;erzielen ;;postići, ostvariti;;;
;;es freut mich!;;to me raduje;;;
;;es gibt;;ima / nalazi se;;;
;;essen;;jesti;Was isst du zum frühstück? Hast du schon gegessen? Nein, ich werde gleich essen.;eat;
;das;Essen;"<-s; Essen>";jelo, obrok;;;
;;etwa;;otprilike / oko;Mann muss den Reis etwa 20 Minuten kochen.;;
;;etwas;;nešto;Hat er etwas verloren?;;
;;eventuell;;možda / eventualno;;;
;der;Expansionskurs;;smijer proširenja;;;
;;fachlich;;stručan, stručni;;;
;;fachlich ;;stručni;;;
;;fahren;;voziti;;;
;die;Fahrkarte;;karta za vožnju;;;
;das;Fahrrad;"-(e)s; Fahrräder>";bicikl;;;
;der;Fahrstuhl;;lift;;;
;das;Fahrzeug;"<-(e)s; -e>";vozilo;;;
;der;Fahrzeugführer;;vozač;;;
